voter_id,name
VOTER100911,Anil Sharma
VOTER100912,Karthik Gupta
VOTER100913,Ravi Kumar
VOTER100914,Anil Pillai
VOTER100915,Deepak Patel
VOTER100916,Manoj Mehta
VOTER100917,Harish Mehta
VOTER100918,Suresh Verma
VOTER100919,Suresh Verma
VOTER100920,Prakash Sharma
VOTER100921,Anil Sharma
VOTER100922,Anil Nair
VOTER100923,Vikram Mehta
VOTER100924,Naveen Sharma
VOTER100925,Harish Pillai
VOTER100926,Ajay Nair
VOTER100927,Ajay Reddy
VOTER100928,Vishal Sharma
VOTER100929,Naveen Sharma
VOTER100930,Harish Singh
VOTER100931,Ajay Singh
VOTER100932,Anil Sharma
VOTER100933,Vikram Mehta
VOTER100934,Deepak Sharma
VOTER100935,Rahul Mehta
VOTER100936,Naveen Das
VOTER100937,Naveen Das
VOTER100938,Harish Sharma
VOTER100939,Harish Nair
VOTER100940,Arun Gupta
VOTER100941,Rahul Kumar
VOTER100942,Arun Verma
VOTER100943,Vishal Kumar
VOTER100944,Arun Mehta
VOTER100945,Ajay Gupta
VOTER100946,Ravi Mehta
VOTER100947,Prakash Nair
VOTER100948,Arun Nair
VOTER100949,Ravi Nair
VOTER100950,Harish Nair
VOTER100951,Vishal Iyer
VOTER100952,Harish Reddy
VOTER100953,Rahul Reddy
VOTER100954,Harish Singh
VOTER100955,Manoj Singh
VOTER100956,Harish Pillai
VOTER100957,Prakash Iyer
VOTER100958,Harish Reddy
VOTER100959,Ramesh Reddy
VOTER100960,Arun Reddy
VOTER100961,Deepak Reddy
VOTER100962,Vikram Patel
VOTER100963,Suresh Verma
VOTER100964,Deepak Sharma
VOTER100965,Arun Patel
VOTER100966,Naveen Nair
VOTER100967,Ravi Pillai
VOTER100968,Prakash Gupta
VOTER100969,Ravi Patel
VOTER100970,Suresh Verma
VOTER100971,Harish Reddy
VOTER100972,Ramesh Reddy
VOTER100973,Suresh Reddy
VOTER100974,Ravi Patel
VOTER100975,Vishal Verma
VOTER100976,Anil Reddy
VOTER100977,Suresh Singh
VOTER100978,Ajay Nair
VOTER100979,Rahul Pillai
VOTER100980,Ajay Pillai
VOTER100981,Arun Sharma
VOTER100982,Arun Gupta
VOTER100983,Manoj Mehta
VOTER100984,Manoj Pillai
VOTER100985,Prakash Patel
VOTER100986,Vikram Singh
VOTER100987,Naveen Mehta
VOTER100988,Harish Verma
VOTER100989,Anil Kumar
VOTER100990,Vikram Mehta
VOTER100991,Vikram Kumar
VOTER100992,Arun Singh
VOTER100993,Suresh Patel
VOTER100994,Ravi Singh
VOTER100995,Harish Iyer
VOTER100996,Naveen Nair
VOTER100997,Rahul Patel
VOTER100998,Anil Pillai
VOTER100999,Ramesh Singh
